2021-10-26 14:30:30.478 | INFO     | __main__:crawl_by_category:46 - 100010486821	美的（Midea）消毒柜 消毒柜嵌入式  消毒碗柜 家用 厨房餐具 碗筷  紫外线 光波消毒 三层大容量 110YQ2
2021-10-26 14:30:30.479 | INFO     | __main__:crawl_by_category:46 - 100014512568	美的（Midea）消毒柜家用 消毒柜嵌入式  消毒碗柜 碗筷  110L大容量 智能控制  MXV-ZTD110B01-R
2021-10-26 14:30:30.481 | INFO     | __main__:crawl_by_category:46 - 100022879912	康宝(Canbo) 消毒柜 茶杯消毒家用商用小型台式迷你厨房茶具碗筷杯子专用办公室消毒碗柜 XDR53-TVC1
2021-10-26 14:30:32.249 | INFO     | __main__:crawl_by_category:38 - 爬取分类:消毒柜	第2页
2021-10-26 14:30:32.375 | INFO     | __main__:crawl_by_category:46 - 31505613154	【高温二星级】德玛仕（DEMASHI）消毒柜家用小型 立式茶杯碗筷厨房消毒碗柜迷你奶瓶消毒柜双门高温 ZTP108K-2 4层架【3-8人适用】
2021-10-26 14:30:32.377 | INFO     | __main__:crawl_by_category:46 - 8270437	苏泊尔(SUPOR) 消毒柜家用 嵌入式 消毒碗柜大容量 厨房二星级高温杀菌 餐具茶杯碗筷消毒100L ZTD100S-601
2021-10-26 14:30:32.386 | INFO     | __main__:crawl_by_category:46 - 100007090593	苏泊尔(SUPOR) 消毒柜家用小型台式 轻触式开关消毒碗柜 厨房茶杯碗筷高温消毒50L RLP50G-L02
2021-10-26 14:30:32.398 | INFO     | __main__:crawl_by_category:46 - 100007152564	苏泊尔(SUPOR) 消毒柜家用 嵌入式 消毒碗柜厨房茶杯碗筷高温紫外线消毒大容量100L ZTD100G-508
2021-10-26 14:30:32.402 | INFO     | __main__:crawl_by_category:46 - 100008923126	苏泊尔(SUPOR) 消毒柜家用小型立式 不锈钢消毒碗柜 高温餐具茶杯碗筷消毒厨房柜80L RLP80G-L05
2021-10-26 14:30:32.402 | INFO     | __main__:crawl_by_category:46 - 100008923326	苏泊尔(SUPOR) 消毒柜家用立式 消毒碗柜大容量 高温餐具茶杯碗筷消毒厨房柜100L RLP100G-L06
2021-10-26 14:30:32.426 | INFO     | __main__:crawl_by_category:46 - 70808582811	科荣（kerong）消毒柜商用大容量立式 三门高温臭氧紫外线 厨房餐具消毒碗柜 餐饮碗筷新品428升 黑色
2021-10-26 14:30:32.428 | INFO     | __main__:crawl_by_category:46 - 2696100	康宝(Canbo)保洁柜 家用 立式 大容量商用保洁柜 厨房碗筷餐具碗柜 红外线中温保洁碗柜GPR350H-1
2021-10-26 14:30:32.428 | INFO     | __main__:crawl_by_category:46 - 100008565967	康宝（Canbo）消毒柜 家用 立式消毒碗柜大容量 商用碗筷餐具茶杯柜双门碗柜XDZ320-D1
2021-10-26 14:30:32.430 | INFO     | __main__:crawl_by_category:46 - 100020542364	康宝(Canbo)消毒柜 家用 立式消毒碗柜大容量 商用碗筷餐具茶杯柜双门碗柜XDZ210-D1（ZTP268D-1）
2021-10-26 14:30:32.440 | INFO     | __main__:crawl_by_category:46 - 100012909285	美的（Midea）油烟机 燃气灶 烟灶套装 消毒柜嵌入式 消毒碗柜 嵌入式 碗筷 100L双层大容量 智能家电 90Q15S
2021-10-26 14:30:32.440 | INFO     | __main__:crawl_by_category:46 - 1152172	海尔（Haier）消毒柜家用嵌入式消毒碗柜光波巴氏消毒自营 京东二星级消毒90L大容量智能控温净烘合一12LCS
2021-10-26 14:30:32.447 | INFO     | __main__:crawl_by_category:46 - 29670599873	纳柏顿 980-D消毒柜商用立式大容量双门红外线臭氧餐厅饭店碗筷餐具消毒碗柜 980-D
2021-10-26 14:30:32.449 | INFO     | __main__:crawl_by_category:46 - 4577201	海尔（Haier）消毒柜家用 嵌入式消毒柜智能跟踪 光波巴氏消毒 自营厨房碗筷消毒 ZQD100F-E60S3
2021-10-26 14:30:32.450 | INFO     | __main__:crawl_by_category:46 - 100007627545	海尔（Haier）消毒柜家用 嵌入式消毒柜  100L大容量光波巴氏消毒 自动烘干 智能追踪 自营碗筷消毒柜E60S8
2021-10-26 14:30:32.452 | INFO     | __main__:crawl_by_category:46 - 100013854032	海尔（Haier）消毒柜医疗级  家用嵌入式消毒碗柜  100L大容量冷餐杀菌光波巴氏 自营 京东厨房碗筷餐具EB03
2021-10-26 14:30:32.481 | INFO     | __main__:crawl_by_category:46 - 100015071748	海尔（Haier）消毒柜家用 嵌入式消毒柜  光波巴氏消毒 自动烘干 自营厨房消毒碗柜 100L大容量碗筷柜12LCS1
2021-10-26 14:30:32.486 | INFO     | __main__:crawl_by_category:46 - 100019700394	海尔（Haier）消毒柜 嵌入式家用消毒碗柜光波巴氏消毒 100L大容量 医疗级冷餐杀菌 厨房嵌入式消毒柜 E07JU1
2021-10-26 14:30:32.504 | INFO     | __main__:crawl_by_category:46 - 100004787539	康宝 Canbo 三层 消毒柜嵌入式 消毒柜家用 消毒碗柜 二星级 高温 内镶嵌式 厨房 碗筷 餐具 母婴 XDZ100-EB
2021-10-26 14:30:32.506 | INFO     | __main__:crawl_by_category:46 - 24766478663	【二星级】德玛仕（DEMASHI）消毒柜家用立式高温消毒碗柜小型台式迷你碗筷奶瓶消毒柜厨房茶杯 ZTP108K-2  4层架【3-8人适用】
2021-10-26 14:30:32.506 | INFO     | __main__:crawl_by_category:46 - 10033533216914	【二星级】德玛仕（DEMASHI）消毒柜家用立式高温消毒碗柜小型台式迷你碗筷奶瓶消毒柜厨房茶杯 RTD60PD-1 台式三层【3-6人】
2021-10-26 14:30:32.506 | INFO     | __main__:crawl_by_category:46 - 10033639571600	【二星级】德玛仕（DEMASHI）消毒柜家用立式高温消毒碗柜小型台式迷你碗筷奶瓶消毒柜厨房茶杯 RTD55PD-1 两层台式【2-4人】
